11270	1.917047241220516e-07
7766	1.9992223528375407e-07
51427	2.0352934594579988e-07
57082	2.076476008348203e-07
55105	2.0866222336237452e-07
29101	2.0867880381565894e-07
55617	2.0918740254936856e-07
22852	2.1183503062992154e-07
151230	2.1183503303925021e-07
55253	2.1184192972394827e-07
284323	2.1355428236529894e-07
80314	2.1410115845754275e-07
64395	2.1445758185895876e-07
84458	2.1452487494661156e-07
339324	2.1596460978271856e-07
80013	2.163925330653669e-07
57396	2.1765913196440416e-07
9014	2.180132068345541e-07
282809	2.1803695703340207e-07
10257	2.1803698743991534e-07
116829	2.2018072795758405e-07
55181	2.2040518321656292e-07
30849	2.216832509952176e-07
11191	2.2226009710586076e-07
55857	2.22392677397126e-07
7693	2.224842936281466e-07
79744	2.224843069693314e-07
23169	2.2249640311666896e-07
55366	2.2288941963156742e-07
85403	2.2288942319945673e-07
25962	2.228894337221773e-07
114791	2.23026868029758e-07
55757	2.2321708470543929e-07
64393	2.2380269988059454e-07
56950	2.2380275791668463e-07
80853	2.2447466464993905e-07
55722	2.254542034725311e-07
669	2.2566003833017678e-07
26610	2.2614085743650556e-07
63901	2.2641306333164775e-07
9267	2.2651821773664646e-07
63967	2.2678265360192973e-07
57685	2.2826649329445293e-07
51426	2.288276443903068e-07
2966	2.2914868751793088e-07
8148	2.294671799370872e-07
9767	2.2985637521030417e-07
9541	2.3041003162835815e-07
64426	2.3115001037242041e-07
55704	2.3123657437471076e-07
8315	2.3170174519347452e-07
29843	2.318166928771369e-07
116984	2.3185321326839762e-07
387921	2.3185321683563683e-07
9530	2.3189606845678886e-07
6248	2.3264005462109745e-07
8706	2.3304713921278482e-07
92400	2.3410548409144681e-07
6815	2.3432086964069003e-07
55140	2.3512654466249705e-07
246184	2.3555020404105885e-07
90634	2.3589893017431872e-07
55719	2.3589894102242455e-07
80224	2.376812955617615e-07
55285	2.3804483948639394e-07
285237	2.3928310518720915e-07
90355	2.392831208105208e-07
440434	2.3928678950744046e-07
8760	2.3948207458282455e-07
5229	2.418968476555035e-07
57325	2.420778848696879e-07
10020	2.4265653568628103e-07
127933	2.4307498907904677e-07
6674	2.4320780685161614e-07
115426	2.4331106303127994e-07
64801	2.4413756343809477e-07
114814	2.4414824726921414e-07
22832	2.4431235459984593e-07
92597	2.446861122588697e-07
134957	2.446861642291447e-07
51008	2.449641606016197e-07
169200	2.450680221568505e-07
83939	2.4564723393953085e-07
54914	2.4574354267905304e-07
84376	2.461724307529751e-07
6730	2.4712767011174443e-07
1962	2.478795620272024e-07
130507	2.4823387697024985e-07
5357	2.4832156340131383e-07
57606	2.5026277668630297e-07
171586	2.502628199475444e-07
2553	2.511367492087699e-07
254170	2.5340047845399644e-07
90293	2.534745555333347e-07
5924	2.539219740301074e-07
122553	2.54064149405592e-07
7561	2.543067907164377e-07
134553	2.543265648527204e-07
285381	2.5432664406002026e-07
286527	2.544398575507322e-07
26120	2.55134119600583e-07
114569	2.5597137802182063e-07
85439	2.5599470373959573e-07
160	2.559947595229271e-07
10806	2.5617046181737195e-07
80742	2.5674016839332984e-07
84142	2.569943794980714e-07
10943	2.5718644096316645e-07
55255	2.572213694774645e-07
401397	2.5747747568407725e-07
23155	2.579141450424057e-07
84968	2.586285943707185e-07
4603	2.596539076201075e-07
84705	2.597590470758582e-07
57614	2.6150095899636685e-07
54812	2.615393124561683e-07
404550	2.622731676013033e-07
9815	2.638926776325651e-07
1121	2.643464552184016e-07
64781	2.645362781165598e-07
55153	2.647155312948178e-07
283489	2.650520163007499e-07
64860	2.652189377819065e-07
25959	2.662678845574748e-07
874	2.662679313121842e-07
63933	2.6690120566784166e-07
84650	2.6730760495555875e-07
9937	2.674600771224393e-07
51275	2.6833494501031544e-07
25904	2.683349647492043e-07
55425	2.685250602245004e-07
116254	2.6879739914953267e-07
57711	2.695631025078916e-07
126231	2.695631346803985e-07
4649	2.6956313781986234e-07
84859	2.695631576886701e-07
27300	2.704284527103146e-07
2187	2.705537231683253e-07
440275	2.712585490108431e-07
10818	2.717641353804723e-07
81553	2.7184854923567826e-07
8459	2.7194958764635086e-07
283768	2.7246315329878907e-07
440270	2.724631558074923e-07
50640	2.7262928079499014e-07
64145	2.7306494667808156e-07
23240	2.739247177375603e-07
6936	2.7477683664291954e-07
23074	2.7490027237291725e-07
51256	2.751082300723269e-07
195828	2.756036481463369e-07
54861	2.7655526763844237e-07
55876	2.773963555754205e-07
10902	2.7739637139177106e-07
1979	2.7774756212917025e-07
51099	2.7781001498018877e-07
154807	2.781292172259047e-07
222194	2.783872261837189e-07
7813	2.7978373443713065e-07
115416	2.8276597810267183e-07
345757	2.833226640594409e-07
147991	2.8822475829327576e-07
7597	2.882247828292543e-07
54	2.882247914726504e-07
84641	2.8840118137015944e-07
55205	2.886590941743431e-07
26578	2.901610292651408e-07
55234	2.9190047395419054e-07
145567	2.920169125169253e-07
255252	2.9254636970757434e-07
115353	2.92571802207874e-07
90459	2.9257183934458505e-07
51763	2.926477684625483e-07
5613	2.928435731977019e-07
57492	2.9284371776458234e-07
9825	2.930644276063055e-07
93474	2.943400118153033e-07
10402	2.9578335760894905e-07
9406	2.9622983445957814e-07
55783	2.9657850903978214e-07
115123	2.9676128239399744e-07
5608	2.9780486356914504e-07
677	2.9780486450519723e-07
91748	2.978048901366557e-07
55039	3.0064895876109453e-07
93323	3.016039589082583e-07
28970	3.021144406872984e-07
57559	3.0211444855609924e-07
81691	3.02114461722865e-07
115761	3.021144674299788e-07
84171	3.021145049087567e-07
1870	3.042752642638548e-07
6045	3.050472870576593e-07
84275	3.053311990962063e-07
64327	3.0865056467824346e-07
9329	3.0915967597101875e-07
64949	3.093019638139612e-07
93380	3.109498948282991e-07
51635	3.147387275857711e-07
2733	3.1626307400055045e-07
2519	3.1733309162229487e-07
56900	3.1762923943621367e-07
26269	3.1762924110248703e-07
90637	3.1762925756074653e-07
10614	3.176293221260926e-07
55677	3.1831305521144437e-07
79634	3.1985542363510946e-07
23597	3.203651098473836e-07
115992	3.2062461313193525e-07
26224	3.20624617321625e-07
112401	3.2062462410648857e-07
89953	3.270462908495244e-07
6607	3.2795032158257547e-07
