9606.ENSP00000459028	3
9606.ENSP00000449002	3
9606.ENSP00000386175	3
9606.ENSP00000357132	3
9606.ENSP00000409316	3
9606.ENSP00000354707	3
9606.ENSP00000218176	1
9606.ENSP00000317331	1
9606.ENSP00000367001	1
9606.ENSP00000432561	1
9606.ENSP00000360874	1
9606.ENSP00000375053	1
9606.ENSP00000407978	1
9606.ENSP00000458075	1
9606.ENSP00000263384	1
9606.ENSP00000373304	1
9606.ENSP00000244221	1
9606.ENSP00000417556	1
9606.ENSP00000309710	1
9606.ENSP00000298681	1
9606.ENSP00000247003	1
9606.ENSP00000320431	1
9606.ENSP00000292314	1
9606.ENSP00000373810	1
9606.ENSP00000324122	1
9606.ENSP00000221922	1
9606.ENSP00000365019	1
9606.ENSP00000364041	1
9606.ENSP00000387176	1
9606.ENSP00000414302	1
9606.ENSP00000369162	1
9606.ENSP00000387091	1
9606.ENSP00000355637	1
9606.ENSP00000354830	1
9606.ENSP00000264313	1
9606.ENSP00000382328	1
9606.ENSP00000358202	1
9606.ENSP00000357304	1
9606.ENSP00000337501	1
9606.ENSP00000308339	1
9606.ENSP00000247956	1
9606.ENSP00000361557	1
9606.ENSP00000325290	1
9606.ENSP00000310515	1
9606.ENSP00000393860	1
9606.ENSP00000357986	1
9606.ENSP00000348757	1
9606.ENSP00000376855	2
9606.ENSP00000331698	1
9606.ENSP00000353078	1
9606.ENSP00000326052	1
9606.ENSP00000340568	1
9606.ENSP00000333800	1
9606.ENSP00000332284	1
9606.ENSP00000466420	1
9606.ENSP00000299441	1
9606.ENSP00000318821	1
9606.ENSP00000360112	1
9606.ENSP00000368688	1
9606.ENSP00000352248	1
9606.ENSP00000260210	1
9606.ENSP00000264538	1
9606.ENSP00000353500	1
9606.ENSP00000381824	1
9606.ENSP00000246895	2
9606.ENSP00000246896	2
9606.ENSP00000247026	1
9606.ENSP00000360412	1
9606.ENSP00000403310	1
9606.ENSP00000368266	1
9606.ENSP00000261741	1
9606.ENSP00000349250	1
9606.ENSP00000268766	1
9606.ENSP00000384881	1
9606.ENSP00000363993	1
9606.ENSP00000367794	1
9606.ENSP00000351422	1
9606.ENSP00000278379	1
9606.ENSP00000341247	2
9606.ENSP00000220676	1
9606.ENSP00000349708	1
9606.ENSP00000349955	1
9606.ENSP00000364293	2
9606.ENSP00000426359	1
9606.ENSP00000261655	1
9606.ENSP00000221455	1
9606.ENSP00000420405	1
9606.ENSP00000295065	1
9606.ENSP00000319464	1
9606.ENSP00000395323	3
9606.ENSP00000313422	1
9606.ENSP00000364855	1
9606.ENSP00000295314	1
9606.ENSP00000352427	1
9606.ENSP00000367835	1
9606.ENSP00000347178	1
9606.ENSP00000357812	1
9606.ENSP00000355979	1
9606.ENSP00000296682	1
9606.ENSP00000410157	1
9606.ENSP00000232744	1
9606.ENSP00000328352	1
9606.ENSP00000388723	1
9606.ENSP00000314608	1
9606.ENSP00000338624	1
9606.ENSP00000311695	1
9606.ENSP00000331827	1
9606.ENSP00000335655	1
9606.ENSP00000368982	1
9606.ENSP00000046087	1
9606.ENSP00000358151	1
9606.ENSP00000335618	1
9606.ENSP00000305918	1
9606.ENSP00000257215	1
9606.ENSP00000340088	1
9606.ENSP00000447000	1
9606.ENSP00000264018	2
9606.ENSP00000349967	1
9606.ENSP00000308733	1
9606.ENSP00000268704	1
9606.ENSP00000221742	1
9606.ENSP00000442057	1
9606.ENSP00000351416	1
9606.ENSP00000290310	2
9606.ENSP00000315379	1
9606.ENSP00000410396	1
9606.ENSP00000348564	1
9606.ENSP00000394770	1
9606.ENSP00000370394	1
9606.ENSP00000156084	1
9606.ENSP00000343129	1
9606.ENSP00000243914	1
9606.ENSP00000364728	1
9606.ENSP00000378887	1
9606.ENSP00000382030	1
9606.ENSP00000361043	1
9606.ENSP00000357311	2
9606.ENSP00000311679	1
9606.ENSP00000262102	1
9606.ENSP00000222307	1
9606.ENSP00000267512	1
9606.ENSP00000295373	2
9606.ENSP00000374443	1
9606.ENSP00000358563	1
9606.ENSP00000334219	1
9606.ENSP00000263116	1
9606.ENSP00000271715	1
9606.ENSP00000351644	2
9606.ENSP00000355721	1
9606.ENSP00000324302	1
9606.ENSP00000330031	1
9606.ENSP00000299001	1
9606.ENSP00000347538	1
9606.ENSP00000358762	1
9606.ENSP00000286190	1
9606.ENSP00000256785	1
9606.ENSP00000356386	1
9606.ENSP00000356395	1
9606.ENSP00000314299	1
9606.ENSP00000363869	1
9606.ENSP00000331305	2
9606.ENSP00000302801	1
9606.ENSP00000445905	1
9606.ENSP00000382250	1
9606.ENSP00000054650	1
9606.ENSP00000348828	1
9606.ENSP00000402595	1
9606.ENSP00000369440	1
9606.ENSP00000268138	1
9606.ENSP00000363516	1
9606.ENSP00000321455	1
9606.ENSP00000307617	1
9606.ENSP00000363582	1
9606.ENSP00000262113	1
9606.ENSP00000241502	2
9606.ENSP00000309439	1
9606.ENSP00000297239	1
9606.ENSP00000265843	1
9606.ENSP00000231461	2
9606.ENSP00000268164	2
9606.ENSP00000228434	1
9606.ENSP00000361993	1
9606.ENSP00000325414	1
9606.ENSP00000353646	1
9606.ENSP00000253401	1
9606.ENSP00000257336	1
9606.ENSP00000250056	1
9606.ENSP00000278903	1
9606.ENSP00000357842	1
9606.ENSP00000373485	1
9606.ENSP00000358861	1
9606.ENSP00000349085	1
9606.ENSP00000261302	1
9606.ENSP00000416015	1
9606.ENSP00000346139	1
9606.ENSP00000362330	1
9606.ENSP00000365534	1
9606.ENSP00000279386	1
9606.ENSP00000352119	1
9606.ENSP00000417677	1
9606.ENSP00000460871	2
9606.ENSP00000387365	2
9606.ENSP00000360107	1
9606.ENSP00000437781	1
9606.ENSP00000253047	1
9606.ENSP00000368612	1
9606.ENSP00000248643	1
9606.ENSP00000387006	3
9606.ENSP00000266077	1
9606.ENSP00000219069	1
9606.ENSP00000367891	1
9606.ENSP00000298097	1
9606.ENSP00000403802	1
9606.ENSP00000264658	1
9606.ENSP00000272797	1
9606.ENSP00000377934	1
9606.ENSP00000430000	1
9606.ENSP00000358886	1
9606.ENSP00000303779	2
9606.ENSP00000221232	2
9606.ENSP00000358951	1
9606.ENSP00000194214	1
9606.ENSP00000326699	1
9606.ENSP00000368332	1
9606.ENSP00000365837	1
9606.ENSP00000323663	1
9606.ENSP00000356094	1
9606.ENSP00000307077	1
9606.ENSP00000313350	1
9606.ENSP00000420040	3
9606.ENSP00000318085	1
9606.ENSP00000302805	2
9606.ENSP00000382713	1
9606.ENSP00000290759	1
9606.ENSP00000362639	1
9606.ENSP00000365567	1
9606.ENSP00000369351	1
9606.ENSP00000295571	1
9606.ENSP00000361544	1
9606.ENSP00000237642	1
9606.ENSP00000333122	1
9606.ENSP00000347170	1
9606.ENSP00000345282	1
9606.ENSP00000274605	1
9606.ENSP00000348673	1
9606.ENSP00000339906	1
9606.ENSP00000439065	1
9606.ENSP00000325958	1
9606.ENSP00000357425	1
9606.ENSP00000347443	1
9606.ENSP00000261839	2
9606.ENSP00000262352	1
9606.ENSP00000188790	1
9606.ENSP00000302051	1
9606.ENSP00000360500	1
9606.ENSP00000261438	1
9606.ENSP00000253719	1
9606.ENSP00000242784	2
9606.ENSP00000354568	1
9606.ENSP00000360860	1
9606.ENSP00000367075	1
9606.ENSP00000243298	1
9606.ENSP00000369604	1
9606.ENSP00000428646	1
9606.ENSP00000258200	1
9606.ENSP00000004982	1
9606.ENSP00000305973	1
9606.ENSP00000339207	1
9606.ENSP00000315064	1
9606.ENSP00000406955	1
9606.ENSP00000354686	1
9606.ENSP00000296564	1
9606.ENSP00000299575	1
9606.ENSP00000400500	1
9606.ENSP00000356920	1
9606.ENSP00000292566	1
9606.ENSP00000387219	1
9606.ENSP00000339764	1
9606.ENSP00000381549	1
9606.ENSP00000358831	1
9606.ENSP00000402634	1
9606.ENSP00000274773	1
9606.ENSP00000320893	1
9606.ENSP00000367229	1
9606.ENSP00000354206	1
9606.ENSP00000366894	1
9606.ENSP00000245816	1
9606.ENSP00000330374	1
9606.ENSP00000364814	1
9606.ENSP00000225927	2
9606.ENSP00000265239	1
9606.ENSP00000338013	1
9606.ENSP00000391397	1
9606.ENSP00000330587	1
9606.ENSP00000360727	1
9606.ENSP00000470752	1
9606.ENSP00000371398	1
9606.ENSP00000252799	1
9606.ENSP00000322373	1
9606.ENSP00000337226	1
9606.ENSP00000270708	1
9606.ENSP00000324960	2
9606.ENSP00000331358	1
9606.ENSP00000295121	1
9606.ENSP00000254035	1
9606.ENSP00000457868	1
9606.ENSP00000366690	2
9606.ENSP00000268695	1
9606.ENSP00000257515	1
9606.ENSP00000323096	1
9606.ENSP00000261683	1
9606.ENSP00000430241	1
9606.ENSP00000235345	1
9606.ENSP00000311224	1
9606.ENSP00000323071	1
9606.ENSP00000289749	1
9606.ENSP00000304032	1
9606.ENSP00000384115	1
9606.ENSP00000220822	1
9606.ENSP00000290913	1
9606.ENSP00000446205	1
9606.ENSP00000350467	1
9606.ENSP00000298282	1
9606.ENSP00000344609	1
9606.ENSP00000320488	1
9606.ENSP00000279463	1
9606.ENSP00000334813	1
9606.ENSP00000240361	1
9606.ENSP00000355304	1
9606.ENSP00000323183	1
9606.ENSP00000378201	1
9606.ENSP00000377655	1
9606.ENSP00000363391	1
9606.ENSP00000262031	2
9606.ENSP00000326219	1
9606.ENSP00000357791	1
9606.ENSP00000317895	1
9606.ENSP00000266068	1
9606.ENSP00000444293	2
9606.ENSP00000265322	2
9606.ENSP00000265537	1
9606.ENSP00000419088	1
9606.ENSP00000427975	1
9606.ENSP00000362734	2
9606.ENSP00000361835	2
