	score
9606.ENSP00000468991	0.0006106713604301441
9606.ENSP00000281806	0.0006106712515448798
9606.ENSP00000272644	0.0006106706095835131
9606.ENSP00000255262	0.0006106701056945217
9606.ENSP00000305877	0.0006106696428489412
9606.ENSP00000366061	0.0006106686074379255
9606.ENSP00000264218	0.0006106666717327406
9606.ENSP00000249016	0.0006102979769264236
9606.ENSP00000340191	0.0006098546103049559
9606.ENSP00000257497	0.0006091125497595377
9606.ENSP00000271889	0.0006084237964818938
9606.ENSP00000279387	0.0006076473583970431
9606.ENSP00000078445	0.0006045122569943974
9606.ENSP00000261811	0.0006012004806194527
9606.ENSP00000459962	0.0005982503525021007
9606.ENSP00000329140	0.0005925073701632378
9606.ENSP00000325074	0.0005917163918757602
9606.ENSP00000265023	0.0005916022500129922
9606.ENSP00000350359	0.000589174549046264
9606.ENSP00000262030	0.0005862802914036295
9606.ENSP00000349142	0.0005857919647975846
9606.ENSP00000336591	0.0005843982873820244
9606.ENSP00000311344	0.0005761273616607701
9606.ENSP00000264708	0.0005756545042857702
9606.ENSP00000417963	0.0005688113272737207
9606.ENSP00000337641	0.0005651339045419008
9606.ENSP00000338345	0.0005590942038283775
9606.ENSP00000399970	0.000554298528640133
9606.ENSP00000293813	0.0005496909505144127
9606.ENSP00000164133	0.0005445343487591337
9606.ENSP00000348573	0.000543267226816287
9606.ENSP00000333194	0.0005429601772655587
9606.ENSP00000441600	0.0005422553289883568
9606.ENSP00000381339	0.0005409877945325857
9606.ENSP00000356430	0.0005405903008467916
9606.ENSP00000367207	0.0005401839068110992
9606.ENSP00000292303	0.0005387430016316204
9606.ENSP00000343027	0.0005364462329899929
9606.ENSP00000386884	0.0005309782761668394
9606.ENSP00000379140	0.0005295741878521789
9606.ENSP00000304643	0.000526943669809077
9606.ENSP00000302707	0.0005201825407076622
9606.ENSP00000378306	0.0005173818549954832
9606.ENSP00000315615	0.0005169961664568048
9606.ENSP00000369689	0.0005160647442396345
9606.ENSP00000287907	0.0005151019097105266
9606.ENSP00000319984	0.0005140263535856075
9606.ENSP00000305924	0.0005131873463338393
9606.ENSP00000383402	0.0005120992927379863
9606.ENSP00000349124	0.0005102424698874328
9606.ENSP00000378323	0.0005067466086423509
9606.ENSP00000362795	0.0005065459752343291
9606.ENSP00000296140	0.0005056866198664793
9606.ENSP00000319635	0.0005054298801903839
9606.ENSP00000215832	0.0005049802372305836
9606.ENSP00000295683	0.000504114910818638
9606.ENSP00000257068	0.0005038598847897072
9606.ENSP00000292174	0.0005037504775420607
9606.ENSP00000292301	0.0005037494872732511
9606.ENSP00000326432	0.000503748606200437
9606.ENSP00000332504	0.0005037454171100094
9606.ENSP00000350256	0.000503742068695876
9606.ENSP00000304414	0.0005037420092733922
9606.ENSP00000332659	0.0005036981577321354
9606.ENSP00000246657	0.0005034840029693055
9606.ENSP00000405635	0.0005029195605952617
9606.ENSP00000321732	0.0005029118704935472
9606.ENSP00000339393	0.0005028395964788353
9606.ENSP00000247207	0.0005021783810850869
9606.ENSP00000262709	0.0005013907583192576
9606.ENSP00000302811	0.0004997598839972627
9606.ENSP00000358464	0.000498917808029679
9606.ENSP00000322924	0.0004986305728009545
9606.ENSP00000313661	0.0004986304616417227
9606.ENSP00000307766	0.0004986299989175454
9606.ENSP00000387662	0.0004982570327757316
9606.ENSP00000409378	0.0004982197101346264
9606.ENSP00000358963	0.0004980679362312872
9606.ENSP00000348965	0.0004968104002629911
9606.ENSP00000315299	0.0004939936411731573
9606.ENSP00000234310	0.0004910182113276326
9606.ENSP00000242152	0.0004903479612079146
9606.ENSP00000382770	0.0004887341292358775
9606.ENSP00000253727	0.000487876199036854
9606.ENSP00000293272	0.00048767616600205383
9606.ENSP00000219240	0.0004865152002871664
9606.ENSP00000338185	0.0004863563258398546
9606.ENSP00000349467	0.00048630107938460476
9606.ENSP00000308815	0.00048586563649937874
9606.ENSP00000393316	0.00048551061747163283
9606.ENSP00000360141	0.0004845027650022957
9606.ENSP00000308549	0.00048429194229698163
9606.ENSP00000305651	0.00048383749018622644
9606.ENSP00000427279	0.0004827869452174789
9606.ENSP00000337459	0.00048269203535292594
9606.ENSP00000353198	0.000482564724224101
9606.ENSP00000306884	0.0004824118940296378
9606.ENSP00000297469	0.00048190761810420265
9606.ENSP00000383558	0.00048183004107952063
9606.ENSP00000260402	0.0004812000577819546
9606.ENSP00000310244	0.00048097388805024477
9606.ENSP00000354901	0.00048031654857552734
9606.ENSP00000279230	0.00047935587991524743
9606.ENSP00000350348	0.00047831705905379947
9606.ENSP00000367869	0.00047803640250281834
9606.ENSP00000380308	0.0004776220592002965
9606.ENSP00000387281	0.00047643991723188343
9606.ENSP00000263967	0.00047565681277625263
9606.ENSP00000349003	0.00047517450162098805
9606.ENSP00000217305	0.00047453089293551917
9606.ENSP00000334105	0.00047260721160321883
9606.ENSP00000465742	0.00047252643773691054
9606.ENSP00000261207	0.0004720781798620857
9606.ENSP00000259607	0.0004718324710636211
9606.ENSP00000375086	0.0004718305274530456
9606.ENSP00000231188	0.00047182188467614276
9606.ENSP00000259631	0.0004713917269689597
9606.ENSP00000293275	0.00047075355985680276
9606.ENSP00000296026	0.00047075328831587353
9606.ENSP00000293778	0.00047075324717551825
9606.ENSP00000286758	0.00047075261341570724
9606.ENSP00000354416	0.0004706755655876212
9606.ENSP00000225992	0.0004705155509483647
9606.ENSP00000363296	0.00047015999878196907
9606.ENSP00000344173	0.000470159676996034
9606.ENSP00000296027	0.00047014948419667933
9606.ENSP00000226317	0.00047014747932729777
9606.ENSP00000351671	0.0004700926392753162
9606.ENSP00000350198	0.0004699662605216254
9606.ENSP00000293897	0.0004698473146469034
9606.ENSP00000255008	0.00046984685458363774
9606.ENSP00000267377	0.00046984621514210796
9606.ENSP00000363596	0.0004694313723873146
9606.ENSP00000256906	0.0004694312609211465
9606.ENSP00000347197	0.00046943103096850356
9606.ENSP00000332812	0.00046943086722398713
9606.ENSP00000307259	0.00046943070558851525
9606.ENSP00000375893	0.0004694306769549108
9606.ENSP00000349478	0.00046943055441252165
9606.ENSP00000358730	0.0004694305461995164
9606.ENSP00000343428	0.00046943051820128387
9606.ENSP00000375066	0.000469430507983892
9606.ENSP00000308361	0.00046943048031573923
9606.ENSP00000320376	0.0004694304389368429
9606.ENSP00000355156	0.0004694303908061749
9606.ENSP00000014930	0.000469430362338295
9606.ENSP00000436714	0.0004694303211372772
9606.ENSP00000367930	0.0004694303008649974
9606.ENSP00000257254	0.0004694303003522808
9606.ENSP00000305464	0.0004694302603303265
9606.ENSP00000249284	0.000469430202006088
9606.ENSP00000386201	0.00046943012846852137
9606.ENSP00000363643	0.0004694301248677939
9606.ENSP00000329684	0.0004694300897318776
9606.ENSP00000249041	0.0004694300773562607
9606.ENSP00000332591	0.00046943005321448404
9606.ENSP00000336764	0.00046943003556016984
9606.ENSP00000301908	0.0004694299975656791
9606.ENSP00000299727	0.0004694299975082676
9606.ENSP00000405095	0.0004694299834648591
9606.ENSP00000247879	0.0004694299730158542
9606.ENSP00000431719	0.00046942997014637745
9606.ENSP00000334050	0.0004694299565492706
9606.ENSP00000371932	0.00046942990916633526
9606.ENSP00000287641	0.00046942990252202233
9606.ENSP00000386210	0.0004694298830665199
9606.ENSP00000298440	0.00046942987190512725
9606.ENSP00000327724	0.0004694298457570822
9606.ENSP00000247881	0.0004694298429038144
9606.ENSP00000330284	0.00046942981213083914
9606.ENSP00000247883	0.00046942981005303213
9606.ENSP00000339377	0.00046942976967708286
9606.ENSP00000354652	0.0004694297270589474
9606.ENSP00000332766	0.00046942971615650784
9606.ENSP00000358783	0.0004694297027784931
9606.ENSP00000330070	0.0004694295487003247
9606.ENSP00000379110	0.0004692122881535489
9606.ENSP00000272928	0.00046920250274705926
9606.ENSP00000357301	0.000469068610839454
9606.ENSP00000328708	0.0004690675471060099
9606.ENSP00000296490	0.000468843378027409
9606.ENSP00000341821	0.0004688294223462571
9606.ENSP00000302079	0.0004687888947403394
9606.ENSP00000330138	0.00046860439561402506
9606.ENSP00000324248	0.0004685354854081378
9606.ENSP00000321656	0.00046846212946075196
9606.ENSP00000265643	0.0004662037783643778
9606.ENSP00000332931	0.00046604638043458343
9606.ENSP00000349465	0.0004656387285292495
9606.ENSP00000338864	0.0004613262296857858
9606.ENSP00000254079	0.0004575513370517373
9606.ENSP00000296028	0.00045672359648157347
9606.ENSP00000242577	0.000456417492793535
9606.ENSP00000245907	0.0004561652625133534
9606.ENSP00000384192	0.00045566011281425136
9606.ENSP00000223642	0.0004550590635388656
9606.ENSP00000352839	0.0004544306740575453
9606.ENSP00000381105	0.00045441900722345904
9606.ENSP00000306512	0.00045364812044116064
9606.ENSP00000369647	0.00045304547168376687
9606.ENSP00000262367	0.0004515524594006888
9606.ENSP00000454014	0.00045129530243965193
9606.ENSP00000272133	0.00045082117183794216
9606.ENSP00000310003	0.0004507870302284244
9606.ENSP00000265271	0.0004444293108162277
9606.ENSP00000263253	0.00044328205097415304
9606.ENSP00000306968	0.00044071976598668804
9606.ENSP00000306887	0.00044071508519394754
9606.ENSP00000350941	0.000440210753519524
9606.ENSP00000408910	0.00043885621878325426
9606.ENSP00000292475	0.0004365332948405338
9606.ENSP00000290299	0.00043636615576719655
9606.ENSP00000372313	0.0004348864370172091
9606.ENSP00000358737	0.00043264698012016067
9606.ENSP00000228318	0.0004326101181361945
9606.ENSP00000259632	0.0004285362529147334
9606.ENSP00000351490	0.00042774465959355423
9606.ENSP00000337168	0.0004260546522582251
9606.ENSP00000408695	0.00042592191439566607
9606.ENSP00000355523	0.00042430105680678007
9606.ENSP00000371067	0.00042392543870454233
9606.ENSP00000451030	0.0004209237520214467
9606.ENSP00000358099	0.00042013732055452173
9606.ENSP00000397181	0.0004197454279876756
9606.ENSP00000281456	0.0004186120146543009
9606.ENSP00000263025	0.0004183164614897112
9606.ENSP00000358921	0.00041777519356599825
9606.ENSP00000286548	0.00041679418208613177
9606.ENSP00000297313	0.0004164437645856531
9606.ENSP00000261173	0.0004164185702865876
9606.ENSP00000261475	0.0004147002991047771
9606.ENSP00000386229	0.0004142296268071217
9606.ENSP00000356429	0.0004124365650106651
9606.ENSP00000305260	0.0004119070260143568
9606.ENSP00000335153	0.0004113868854690367
9606.ENSP00000270202	0.00040813813351357146
9606.ENSP00000368683	0.00040360613383012736
9606.ENSP00000248150	0.0004034660538436337
9606.ENSP00000378699	0.00039992496828357475
9606.ENSP00000301825	0.00039724624625039803
9606.ENSP00000360561	0.000397246240020368
9606.ENSP00000360250	0.00039692753371771454
9606.ENSP00000242607	0.00039663633240884363
9606.ENSP00000321326	0.00039614822450813726
9606.ENSP00000359675	0.0003950131536248421
9606.ENSP00000263826	0.0003945575819300299
9606.ENSP00000375892	0.0003942726973996051
9606.ENSP00000294117	0.00039362836241555853
9606.ENSP00000306490	0.0003932251727353852
9606.ENSP00000232564	0.00039119224135104766
9606.ENSP00000355556	0.00039105318783647943
9606.ENSP00000371594	0.00039105098337360725
9606.ENSP00000309845	0.00039059669947158005
9606.ENSP00000301587	0.00038958283684656044
9606.ENSP00000274335	0.00038825812842155
9606.ENSP00000324172	0.00038370049180988725
9606.ENSP00000251849	0.00038310416144871746
9606.ENSP00000300406	0.00038295046876832023
9606.ENSP00000310405	0.00038227391723307685
9606.ENSP00000380378	0.0003822233790023097
9606.ENSP00000272895	0.0003820467518164771
9606.ENSP00000360021	0.0003808149345353482
9606.ENSP00000341838	0.0003784711939791452
9606.ENSP00000362398	0.0003777181295177651
9606.ENSP00000363411	0.0003769258309837953
9606.ENSP00000248564	0.00037345112288573876
9606.ENSP00000272317	0.0003724390090969115
9606.ENSP00000368411	0.0003714664393114093
9606.ENSP00000262958	0.00037043956547825566
9606.ENSP00000363480	0.0003702873867592647
9606.ENSP00000282753	0.0003661469460489191
9606.ENSP00000344353	0.00036370605376313483
9606.ENSP00000320130	0.00036291891635982125
9606.ENSP00000078429	0.00036277445123265807
9606.ENSP00000269305	0.00036110279504108974
9606.ENSP00000300093	0.0003600158385111006
9606.ENSP00000304697	0.0003592918514628489
9606.ENSP00000388107	0.0003580117456143861
9606.ENSP00000356792	0.00035458701119938355
9606.ENSP00000356793	0.00035457809944352056
9606.ENSP00000315011	0.00035234323194858005
9606.ENSP00000258198	0.0003519488051786979
9606.ENSP00000372112	0.00035131212610775515
9606.ENSP00000310305	0.00034999543130369277
9606.ENSP00000306662	0.0003499418737779876
9606.ENSP00000292513	0.0003497134353226752
9606.ENSP00000379514	0.00034897084814190316
9606.ENSP00000336790	0.0003480308373001613
9606.ENSP00000306138	0.0003447859720667267
9606.ENSP00000354681	0.0003447717372556835
9606.ENSP00000286788	0.0003435219125758084
9606.ENSP00000365807	0.00034276969130325437
9606.ENSP00000295688	0.00034210912837728813
9606.ENSP00000248076	0.00034047871318631135
9606.ENSP00000312262	0.0003402199432195639
9606.ENSP00000317334	0.00033971016807975694
9606.ENSP00000360266	0.000339476793731928
9606.ENSP00000369456	0.0003392619503675639
9606.ENSP00000337949	0.00033895907800006675
9606.ENSP00000280326	0.00033809420777738795
9606.ENSP00000206249	0.00033598819156377055
9606.ENSP00000251413	0.00033564564879866543
9606.ENSP00000321106	0.0003352136586228294
9606.ENSP00000263710	0.00033514836598590506
9606.ENSP00000275603	0.00033397613518265304
9606.ENSP00000385806	0.0003337796167731476
9606.ENSP00000300651	0.0003318100624813906
9606.ENSP00000299300	0.00033098385706772975
9606.ENSP00000366416	0.0003309078457698576
9606.ENSP00000256857	0.0003303933287937025
9606.ENSP00000258091	0.0003303899424670225
9606.ENSP00000393333	0.000329280273887986
9606.ENSP00000376609	0.0003292062543438207
9606.ENSP00000217386	0.000327948130989331
9606.ENSP00000229794	0.0003276198540629459
9606.ENSP00000304767	0.0003269220933010062
9606.ENSP00000372750	0.00032654729989231395
9606.ENSP00000226413	0.00032647768484185904
9606.ENSP00000255380	0.0003257336632627496
9606.ENSP00000299178	0.00032569130464173547
9606.ENSP00000261837	0.00032557460425210644
9606.ENSP00000218008	0.00032553804950535056
9606.ENSP00000307822	0.00032537587183013476
9606.ENSP00000362403	0.0003252636887290095
9606.ENSP00000303522	0.00032526301390452614
9606.ENSP00000369960	0.0003251441382185958
9606.ENSP00000273430	0.00032501722113261367
9606.ENSP00000246553	0.00032493146392816925
9606.ENSP00000307445	0.0003248858608598948
9606.ENSP00000309818	0.00032487824862637796
9606.ENSP00000410452	0.0003247241820327724
9606.ENSP00000241256	0.00032460306478111534
9606.ENSP00000433290	0.00032459957554875114
9606.ENSP00000368766	0.0003245863149002413
9606.ENSP00000267549	0.00032458468715774314
9606.ENSP00000319744	0.00032458452236308074
9606.ENSP00000171757	0.000324584283116266
9606.ENSP00000362810	0.00032458371376981775
9606.ENSP00000434045	0.00032458353754878395
9606.ENSP00000328230	0.0003245829953720985
9606.ENSP00000246549	0.00032458272540746035
9606.ENSP00000328818	0.0003245826790200318
9606.ENSP00000309493	0.00032458262677757756
9606.ENSP00000359793	0.0003245825549977905
9606.ENSP00000359532	0.00032458238214455533
9606.ENSP00000340526	0.0003245823645577193
9606.ENSP00000362401	0.0003245822891472389
9606.ENSP00000309771	0.0003245822183689267
9606.ENSP00000054668	0.00032458202799552383
9606.ENSP00000323516	0.0003245820174381455
9606.ENSP00000303775	0.0003245816610563968
9606.ENSP00000377948	0.0003245815236443142
9606.ENSP00000282018	0.00032458133086467095
9606.ENSP00000271331	0.0003245812734665295
9606.ENSP00000303686	0.0003245812618672872
9606.ENSP00000258042	0.0003245807900045593
9606.ENSP00000345487	0.0003245807350035293
9606.ENSP00000369643	0.00032458072292014414
9606.ENSP00000293330	0.00032458056186798246
9606.ENSP00000267017	0.0003245805015391025
9606.ENSP00000277942	0.0003245800869647941
