10368
4706
1815
4710
4713
81027
9
59284
786
374291
116444
4985
4709
8698
4708
7277
929
4705
59285
3357
3082
4711
9568
347733
51103
3064
27092
2906
4722
10382
2892
2983
2891
4717
4986
4704
4716
6531
59283
5141
4726
54539
4715
10280
150
4718
2893
6328
6326
2890
5468
776
3362
2905
2982
91942
4724
6571
4714
10369
784
7846
84790
4701
27091
43
6870
3643
1901
1816
2820
7915
100616403
3350
112714
84617
783
4723
25915
5021
4729
1812
53637
55967
4707
5142
2903
8912
10376
4697
10383
11255
2100
5144
4731
6334
5143
4698
781
1903
8913
6258
1803
6536
8923198
8923209
8923201
8923210
1813
8923197
8923212
116443
779
8923206
2913
8923202
777
4720
1141
3570
29078
1268
1137
774
4694
2902
4725
4702
3274
4129
3356
4712
203068
93589
1814
782
2912
8911
152
120325367
126328
6336
4719
4988
89832
9254
4700
55799
51079
2977
785
9294
6332
